word,phonetic,class,definition,CEFR,word_book,tag
detriment,'detrimənt,n.,"购买,购物,好买的",A2,toefl,null
detrimental,'detrə'mentl,a.,有害的,A2,toefl,null
devastate,'devəsteit,vt.,毁坏,B1,toefl,null
develop,di'veləp,vt.,"发展,发达,显影,洗印,进步",A2,toefl,null
develop,di'veləp,vi.,"发展,生长",A2,toefl,null
deviate,'di:vieit,vi.,"脱离,出轨",C2,toefl,null
deviate,'di:vieit,vt.,使偏离a.  脱离常规的,C2,toefl,null
deviate,'di:vieit,n.,脱离常规的人,C2,toefl,null
device,di'vais,n.,"装置,设计,策略,发明物",B1,toefl,"```json
[""Tech"", ""Science"", ""Health""]
```"
device,di'vais,n.,设备,B1,toefl,"```json
[""Tech"", ""Science"", ""Health""]
```"
devious,'diviəs,a.,"偏僻的,迂回的",C2,toefl,null
devise,di'vaiz,vt.,"设计,发明,图谋,遗赠给",C1,toefl,null
devise,di'vaiz,n.,遗赠,C1,toefl,null
devoid,di'vɔid,a.,"全无的,缺乏的",B1,toefl,null
devoted,di'vəutid,a.,"投入的,深爱的",B2,toefl,null
devotion,di'vəuʃən,n.,"热爱,投入",B1,toefl,null
devour,di'vauə,vt.,"吞食,挥霍,吞没",C2,toefl,null
devout,di'vaut,a.,"虔诚的,虔敬的,衷心的",C2,toefl,null
dexterous,'dekstərəs,a.,"灵巧的,用右手的",C2,toefl,null
diagnose,'daiəgnəuz,vt.,,C2,toefl,"```json
[""Health"", ""Tech""]
```"
diagnose,'daiəgnəuz,vi.,诊断,C2,toefl,
diagnosis,'daiəg'nəusis,n.,诊断,A2,toefl,
diagram,'daiəgræm,n.,图表,B1,toefl,null
dialect,'daiəlekt,n.,"方言,语调",C1,toefl,null
dialogue,'daiəlɔg,n.,对话,B1,toefl,null
dialogue,'daiəlɔg,vi.,对话,B1,toefl,null
dialogue,'daiəlɔg,vt.,用对话表达,B1,toefl,null
diameter,dai'æmitə,n.,直径,B1,toefl,"```json
[""Tech"", ""Science"", ""Art"", ""Education""]
```"
dictatorial,diktə'tɔ:riəl,a.,"独裁者的,独裁的,独断的",C2,toefl,"```json
[""Politics"", ""History"", ""Laws"", ""Society""]
```"
diet,'daiət,n.,"日常饮食,议会",A2,toefl,"```json
[""Health"", ""Environment""]
```"
diet,'daiət,vt.,照规定饮食,A2,toefl,"```json
[""Health"", ""Environment""]
```"
diet,'daiət,vi.,忌食,A2,toefl,"```json
[""Health"", ""Environment""]
```"
diffuse,di'fju:z,vt.,,C2,toefl,null
diffuse,di'fju:z,vi.,"散播,传播a.  散开的,弥漫的",C2,toefl,null
dignified,'dignifaid,a.,"有威严的,有品格的",B2,toefl,null
dignify,'dignə'fai,vt.,"增威严,使高贵,故做显贵",B2,toefl,null
dignity,'digniti,n.,"尊严,高贵",B2,toefl,null
digress,də'gres,vi.,"走向岔道,离题,扯到枝节上",C2,toefl,null
dilate,dai'leit,vi.,"扩大,详述,膨胀",C2,toefl,null
dilate,dai'leit,vt.,使膨胀,C2,toefl,null
dilemma,di'lemə,n.,"困境,进退两难的局面",B2,toefl,null
diligent,'dilidʒənt,a.,"勤勉的,用功的",B1,toefl,null
dilute,dai'lut,vt.,"冲淡,稀释a.  淡的,稀释的",C2,toefl,null
dim,dim,vt.,使暗淡,B2,toefl,null
dimension,di'menʃən,n.,"尺寸,次元,容积,维数",B2,toefl,"```json
[""Tech"", ""Science"", ""Art"", ""Mathematics"", ""Physics""]
```"
dimension,di'menʃən,vt.,表出尺寸,B2,toefl,"```json
[""Tech"", ""Science"", ""Art"", ""Literature"", ""Education""]
```"
diminish,di'miniʃ,vt.,,C2,toefl,null
diminish,di'miniʃ,vi.,"(使)减少,(使)变小",C2,toefl,null
diminutive,di'minjutiv,n.,"小的人,指小辞,指小词,爱称",C2,toefl,null
dingy,"'diŋgi,'diŋdʒi",a.,"暗黑的,邋遢的",C2,toefl,null
diplomacy,di'plouməsi,(U) 1 外交;,"外交手腕2 交际手段,策略 (tact)",C1,toefl,"```json
[""Politics"", ""Society"", ""Laws""]
```"
diplomatic,'diplə'mætik,a.,"外交的,老练的",B2,toefl,"```json
[""Politics"", ""Laws"", ""Society""]
```"
direct,di'rekt,vt.,"指示,指挥,命令,导演",A2,toefl,null
direct,di'rekt,vi.,"指导,指挥ad.  直接地",A2,toefl,null
disarm,dis'a:m,vt.,"解除武装,回复平常的编制,缓和",A2,toefl,"```json
[""Politics"", ""Laws"", ""Society""]
```"
disarm,dis'a:m,vi.,放下武器,A2,toefl,"```json
[""Politics"", ""Laws"", ""Society""]
```"
disarming,dis'ɑ:miŋ,a.,"似消除的,似解除警戒心的",A2,toefl,null
disarrange,'disə'rendʒ,vt.,"扰乱,搅乱,弄乱",C2,toefl,null
disarray,'disə're,vt.,"弄乱,使混乱,使脱去衣服",B1,toefl,null
disarray,'disə're,n.,"无秩序,杂乱,不整齐的衣服",B1,toefl,null
disaster,di'za:stə,n.,"灾祸,不幸",B1,toefl,"```json
[""Environment"", ""Health"", ""Politics"", ""Economy"", ""Society""]
```"
disastrous,di'za:strəs,a.,"损失惨重的,悲伤的",B1,toefl,null
disband,dis'bænd,vt.,"解散,使退伍",A1,toefl,null
disband,dis'bænd,vi.,解散,A1,toefl,null
disburse,dis'bə:s,vt.,"支付,支出,分配",C2,toefl,"```json
[""Economy"", ""Laws""]
```"
discard,dis'ka:d,vt.,"丢弃,抛弃,解雇",A1,toefl,null
discard,dis'ka:d,vi.,垫牌,A1,toefl,null
discard,dis'ka:d,n.,"垫牌,抛弃",A1,toefl,null
discern,di'sə:n,vt.,,C2,toefl,null
discern,di'sə:n,vi.,"辨别,看清楚",C2,toefl,null
discernible,di'sə:nəbl,adj.,可分别的,C2,toefl,null
discharge,dis'tʃa:dʒ,vt.,"卸下,放出,解雇,放电,履行,拔染",B2,toefl,"```json
[""Health"", ""Environment"", ""Laws"", ""Science""]
```"
discharge,dis'tʃa:dʒ,vi.,"卸货,流注",B2,toefl,"```json
[""Health"", ""Environment"", ""Laws"", ""Science""]
```"
discharge,dis'tʃa:dʒ,n.,"卸货,流出,放电",B2,toefl,"```json
[""Health"", ""Environment"", ""Laws""]
```"
disciple,di'saipl,n.,"弟子,门徒",B2,toefl,null
disclaim,dis'klem,vt.,,A2,toefl,null
disclaim,dis'klem,vi.,"放弃,弃权,拒绝",A2,toefl,null
discord,'diskɔ:d,n.,"不调和,不和",B2,toefl,"```json
[""Tech"", ""Media"", ""Society""]
```"
discord,'diskɔ:d,vi.,"不一致,倾轧",B2,toefl,"```json
[""Tech"", ""Media"", ""Society""]
```"
discord,'diskɔ:d,n.,"不调和,不和",B2,toefl,"```json
[""Tech"", ""Media"", ""Society""]
```"
discord,'diskɔ:d,vi.,"不一致,倾轧",B2,toefl,"```json
[""Tech"", ""Media"", ""Society""]
```"
discount,'diskaunt,n.,"折扣,贴现率",B1,toefl,null
discount,'diskaunt,vt.,打折扣,B1,toefl,null
discount,'diskaunt,vi.,贴现,B1,toefl,null
discourse,dis'kɔ:s,n.,"谈话,演讲",C1,toefl,null
discourse,dis'kɔ:s,vi.,"谈论,演说",C1,toefl,null
discreet,dis'kri:t,a.,"小心的,慎重的",C2,toefl,null
discrete,di'skrit,a.,不连续的a.  离散的,C1,toefl,"```json
[""Tech"", ""Science"", ""Mathematics"", ""Art"", ""Literature""]
```"
discretion,dis'kreʃən,n.,"慎重,辨别力,考虑,处理权",B1,toefl,null
discrimination,dis'krimi'neiʃən,n.,"差别,岐视,辨别力",B1,toefl,null
disdain,dis'dein,n.,轻蔑,C2,toefl,null
disdain,dis'dein,vt.,"蔑视,鄙弃",C2,toefl,null
disfigure,dis'figə,vt.,"毁损…的外观,使…变丑;  破坏…的价值 优点",A1,toefl,null
disfigure,dis'figə,n.,~ment,A1,toefl,null
disgrace,dis'greis,n.,"耻辱,不名誉",B2,toefl,null
disgrace,dis'greis,vt.,"使耻辱,使失体面",B2,toefl,null
disgust,dis'gʌst,n.,"厌恶,嫌恶",C2,toefl,null
disgust,dis'gʌst,vi.,令人厌恶,C2,toefl,null
disgust,dis'gʌst,vt.,使作呕,C2,toefl,null
disinterested,dis'intərəstid,a.,"无私欲的,廉洁的,公平的",A2,toefl,null
dismal,'dizməl,n.,"低落的情绪,沼泽",C2,toefl,null
dismay,dis'mei,n.,沮丧,A1,toefl,null
dismay,dis'mei,vt.,"使惊愕,使气馁",A1,toefl,null
disparage,dis'pæridʒ,vt.,"蔑视,贬损",C2,toefl,null
dispatch,dis'pætʃ,vt.,派遣,B2,toefl,null
dispatch,dis'pætʃ,n.,"派遣,急件",B2,toefl,null
dispensable,di'spensəbl,a.,"不是必要的,可有可无的",B2,toefl,null
displace,dis'pleis,vt.,"移置,替换,转移",B2,toefl,null
dispose,dis'pəuz,vt.,"处理,排列,布置",C1,toefl,null
dispose,dis'pəuz,vi.,处置,C1,toefl,null
disposition,'dispə'ziʃən,n.,"性情,处置,处理,布置",B2,toefl,null
disprove,dis'pru:v,vt.,"证明. . . 是不对的,提出. . . 的反证,反驳",C2,toefl,null
disreputable,dis'repjutəbl,a.,"名誉不好的,评价不高的,声名狼藉的",A1,toefl,null
disrespectful,disris'pektful,a.,"失礼的,无礼的",B1,toefl,null
disrupt,dis'rʌpt,vt.,"使分裂,使瓦解",B2,toefl,"```json
[""Tech"", ""Economy"", ""Science"", ""Politics"", ""Environment"", ""Health"", ""Media"", ""Education"", ""Society"", ""Laws""]
```"
dissect,di'sekt,vt.,,B2,toefl,"```json
[""Science"", ""Health"", ""Literature""]
```"
dissect,di'sekt,vi.,"解剖,切细",B2,toefl,"```json
[""Science"", ""Health"", ""Literature""]
```"
dissemble,di'sembl,vt.,,C2,toefl,null
dissemble,di'sembl,vi.,"掩饰,假装不知道",C2,toefl,null
disseminate,di'semineit,vt.,"散播,传播,宣传",C2,toefl,null
disseminate,di'semineit,vi.,广为传播,C2,toefl,null
dissimilar,di'similə,a.,"不同的,相异的",A2,toefl,null
dissimulate,di'simjuleit,vt.,,C2,toefl,null
dissimulate,di'simjuleit,vi.,"掩饰,假装,装糊涂",C2,toefl,null
dissipate,'disipeit,vt.,"散失,驱散,浪费",C2,toefl,null
dissipate,'disipeit,vi.,"消散,放荡",C2,toefl,null
distant,'distənt,a.,"远的,疏远的",B1,toefl,null
distillation,'distl'eʃən,n.,蒸馏,C2,toefl,"```json
[""Science"", ""Tech"", ""Health"", ""Environment""]
```"
distort,dis'tɔ:t,vt.,"扭曲,歪曲",C1,toefl,null
distract,dis'trækt,vt.,"转移,分心,使发狂",B2,toefl,null
distressed,di'strest,a.,哀伤的,B2,toefl,null
distribute,dis'tribju:t,vt.,"分配,散布,分发",B1,toefl,null
disunite,'disju'nait,vt.,"使分离,不和",A2,toefl,null
diverge,dai'və:dʒ,vi.,"分歧,岔开",C2,toefl,null
diverge,dai'və:dʒ,vt.,使岔开,C2,toefl,null
divergent,dai'və:dʒənt,a.,分歧的,C2,toefl,null
diverse,dai'və:s,a.,"不同的,变化多的",B1,toefl,null
diversify,də'və:sə'fai,vt.,"使成形形色色,使多样化,使变化",B1,toefl,null
divide,di'vaid,vi.,"分开,分类,分裂",A2,toefl,null
divide,di'vaid,vt.,"分,分开,分裂,除",A2,toefl,null
divide,di'vaid,n.,"分配,分水岭",A2,toefl,null
divide,di'vaid,v.,除,A2,toefl,null
divulge,dai'vʌldʒ,vt.,"泄露,暴露",C2,toefl,null
doctrine,'dɔktrin,n.,"教条,学说",B1,toefl,"```json
[""Politics"", ""Laws"", ""History"", ""Education"", ""Society""]
```"
dodge,dɔdʒ,vi.,,C2,toefl,null
dodge,dɔdʒ,vt.,"避开,躲避",C2,toefl,null
dodge,dɔdʒ,n.,"诡计,躲藏",C2,toefl,null
dogma,'dɔgmə,n.,教条,C2,toefl,null
dogmatic,dɔg'mætik,a.,"教条的,独断的",C2,toefl,null
doleful,'dəulful,a.,"悲哀的,寂寞的,阴沉的",C2,toefl,null
dolphin,'dɔlfin,n.,海豚,B1,toefl,null
domestic,də'mestik,a.,"家庭的,国内的,驯服的",B2,toefl,null
dominant,'dɔminənt,a.,"占优势的,支配的",B2,toefl,null
dominate,'dɔmineit,vt.,,B2,toefl,null
dominate,'dɔmineit,vi.,"支配,占优势",B2,toefl,null
domineering,-'niəriŋ,adj.,"盛气凌人的,跋扈的,作威作福的",C2,toefl,null
domineering,-'niəriŋ,adv.,~ly,C2,toefl,null
dominion,də'minjən,n.,"领土,主权,统治",B2,toefl,"```json
[""Politics"", ""History"", ""Laws""]
```"
donate,dəu'neit,vt.,,B2,toefl,null
donate,dəu'neit,vi.,捐赠,B2,toefl,null
donor,'dəunə,n.,捐赠人,B1,toefl,null
doomed,du:md,adj.,1 命运注定的;  被定罪的;  天数已尽的2 注定要失败、死亡、或毁,B2,toefl,null
dormant,'dəu:mənt,a.,"睡眠状态的,静止的",C2,toefl,null
dormitory,'dɔ:mitri,n.,宿舍,B2,toefl,null
doubt,daut,n.,"怀疑,疑惑",B1,toefl,null
doubt,daut,vt.,,B1,toefl,null
doubt,daut,vi.,"怀疑,不信",B1,toefl,null
doubtful,'dautful,a.,"可疑的,疑心的,不确的",B2,toefl,null
downcast,'daun'ka:st,a.,"气馁的,悲哀的",B2,toefl,null
downhearted,'daun'hɑ:tid,a.,"垂头丧气的,无精打采的,闷闷不乐的",A1,toefl,null
doze,dəuz,vi.,"打瞌睡,假寐",B1,toefl,null
doze,dəuz,vt.,打瞌睡度过,B1,toefl,null
doze,dəuz,n.,瞌睡,B1,toefl,null
drag,dræg,n.,"拖,拖累",B1,toefl,null
drag,dræg,vt.,,B1,toefl,"```json
[""Art"", ""Fashion"", ""Media"", ""Society""]
```"
drag,dræg,vi.,"拖累,拖拉,慢条斯理地走",B1,toefl,"```json
[""Art"", ""Fashion"", ""Media"", ""Society""]
```"
drag,dræg,v.,拖动,B1,toefl,null
drastic,'dræstik,a.,激烈的,C2,toefl,null
drawback,'drɔ:bæk,n.,"不利点,退税",C2,toefl,null
dread,dred,n.,"恐惧,可怕的人,可怕的事a.  可怕的,可怖的",B2,toefl,null
dread,dred,vt.,,B2,toefl,null
dread,dred,vi.,"恐惧,害怕",B2,toefl,null
drizzle,'drizl,n.,细雨,C2,toefl,null
drizzle,'drizl,vi.,,C2,toefl,null
drizzle,'drizl,vt.,下毛毛雨,C2,toefl,null
drought,draut,n.,"干旱,缺乏",B2,toefl,"```json
[""Environment"", ""Economy"", ""Health"", ""Society""]
```"
drowsy,'drauzi,a.,昏昏欲睡的,C2,toefl,null
dual,'dju:əl,n.,双数,C1,toefl,null
dubious,'dju:bjəs,a.,"可疑的,不确定的",C2,toefl,null
ductile,'dʌktl,a.,"易延展的,柔软的,易教导的",C2,toefl,"```json
[""Tech"", ""Science"", ""Art""]
```"
due,dju:,n.,"应得的东西,应付款a.  到期的,应得的,应付的,约定的",A1,toefl,null
dumb,dʌm,a.,"哑的,不说话的,无声音的",B2,toefl,null
dungeon,'dʌndʒən,n.,地牢,C2,toefl,null
durable,'djuərəbl,a.,"持久的,耐用的",C1,toefl,null
dusky,'dʌski,adj.,"1 微暗的,暗淡的;  阴暗的2 (委婉语) (皮肤) 微黑的,带黑色的 ad",C2,toefl,null
dwell,dwel,vi.,"居住,踌躇",C2,toefl,null
dwelling,'dweliŋ,n.,住处,C1,toefl,null
dwindle,'dwindl,vi.,"减少,缩小,衰落",C2,toefl,null
dwindle,'dwindl,vt.,使缩小,C2,toefl,null
dye,dai,n.,"颜料,染料",B2,toefl,null
dye,dai,vt.,"染,染色",B2,toefl,"```json
[""Art"", ""Fashion"", ""Science""]
```"
dye,dai,vi.,着色,B2,toefl,"```json
[""Art"", ""Fashion"", ""Science""]
```"
eager,'i:gə,a.,"热心的,渴望的,热望的",B1,toefl,null
ebb,eb,n.,"退潮,衰退",C2,toefl,null
ebb,eb,vi.,"潮退,衰退",C2,toefl,null
eccentric,ik'sentrik,n.,"怪人,偏心圆a.  古怪的,反常的,不同圆心的,",C2,toefl,null
economical,'i:kə'nɔmikəl,a.,"节俭的,经济的,合算的",B2,toefl,"```json
[""Economy"", ""Environment"", ""Society""]
```"
economics,'i:kə'nɔmiks,n.,经济学,B1,toefl,"```json
[""Economy""]
```"
economize,i'kɔməmaiz,vt.,,C2,toefl,"```json
[""Economy"", ""Environment""]
```"
economize,i'kɔməmaiz,vi.,"节约,节省,有效地利用",C2,toefl,"```json
[""Economy"", ""Environment"", ""Society""]
```"
ecstasy,'ekstəsi,n.,"狂喜,心醉神迷,忘形",B1,toefl,null
edge,edʒ,n.,"边缘,尖锐,刀刃,优势",B1,toefl,null
edge,edʒ,vt.,"使锐利,挤进,镶边,开刃",B1,toefl,null
edge,edʒ,vi.,缓缓移动,B1,toefl,null
edible,'edibl,n.,"食品,食物a.  可食用的",C2,toefl,null
edify,'edifai,vt.,"启迪,熏陶,教诲",C2,toefl,null
efface,i'feis,vt.,"抹去,消除,忘却",C2,toefl,null
effect,i'fekt,n.,"结果,影响,效果,印象",A2,toefl,null
effect,i'fekt,vt.,"招致,引起,完成",A2,toefl,null
effect,i'fekt,v.,效果,A2,toefl,null
effective,i'fektiv,n.,有生力量,B1,toefl,null
effectuate,ə'fektʃu'et,vt.,"招致,实行,完成",C2,toefl,null
efficient,i'fiʃənt,a.,"有效率的,能干的",B1,toefl,null
effuse,e'fjuz,vt.,,C2,toefl,null
effuse,e'fjuz,vi.,"涌出,流出,泻出",C2,toefl,null
egoist,'egouist,n.,自我主义者,B2,toefl,null
eject,i:'dʒekt,vt.,"逐放,放逐,喷射",C2,toefl,"```json
[""Tech"", ""Science"", ""Health"", ""Sports""]
```"
eject,i:'dʒekt,n.,推断的事物,C2,toefl,"```json
[""Tech"", ""Science"", ""Health"", ""Media""]
```"
elaborate,i'læbərit,vt.,"详细地说明,用心地制作,推敲",C1,toefl,null
elaborate,i'læbərit,vi.,变复杂,C1,toefl,null
elapse,i'læps,vi.,"逝去,过去",C2,toefl,null
elapse,i'læps,n.,"逝去,过去",C2,toefl,null
elasticity,i'læs'tisəti,n.,"弹力,弹性",C1,toefl,"```json
[""Tech"", ""Economy"", ""Science"", ""Health"", ""Laws""]
```"
elation,i'leʃən,n.,"得意洋洋,兴高采烈",C2,toefl,null
election,i'lekʃən,n.,"选举,当选,选择权",B1,toefl,"```json
[""Politics"", ""Society"", ""Laws""]
```"
elegant,'eligənt,a.,"优雅的,端庄的,高雅的",B2,toefl,null
element,'elimənt,n.,"元件,元素,要素",B1,toefl,null
elementary,'eli'mentəri,a.,"初步的,基本的",A1,toefl,null
elevate,'eliveit,vt.,"举起,提拔,鼓舞",C2,toefl,null
elite,ei'li:t,n.,"精华,精锐,中坚分子",B2,toefl,null
eloquence,'eləkwəns,n.,"口才,雄辩术,雄辩",B2,toefl,null
eloquent,'eləkwənt,a.,"雄辩的,有口才的,动人的",B2,toefl,null
elucidate,i'lu:sideit,vt.,"阐明,说明",C2,toefl,null
elude,i'lu:d,vt.,"逃避,规避,使困惑",C2,toefl,null
elusive,i'lu:siv,a.,"难懂的,易忘的,难捉摸的",C2,toefl,null
emaciate,i'meiʃieit,vt.,"使消瘦,使憔悴",,toefl,null
emaciate,i'meiʃieit,vi.,消瘦,,toefl,null
emaciated,i'meiʃieitid,a.,"瘦弱的,衰弱的",C2,toefl,null
embalm,im'bam,vt.,"以药物防腐,铭记于心,使不朽",C2,toefl,null
embarrass,im'bærəs,vt.,"使困窘,使局促不安,阻碍",B1,toefl,null
embellish,im'bæliʃ,vt.,"修饰,装饰,润色",C2,toefl,null
embezzle,im'bezl,vt.,"盗用,挪用",C2,toefl,"```json
[""Economy"", ""Laws"", ""Politics"", ""Society""]
```"
embody,im'bɔdi,vt.,"具体表达,使具体化",C2,toefl,null
embrace,im'breis,n.,拥抱,B2,toefl,null
embrace,im'breis,vt.,"拥抱,互相拥抱,包含,收买",B2,toefl,null
embrace,im'breis,vi.,拥抱,B2,toefl,null
embroider,im'brɔidə,vt.,"刺绣,镶边,装饰",C2,toefl,"```json
[""Art"", ""Fashion""]
```"
embroider,im'brɔidə,vi.,绣花,C2,toefl,"```json
[""Art"", ""Fashion""]
```"
emend,i'mend,vt.,"修订,校勘",C2,toefl,null
emerge,i'mə:dʒ,vi.,"浮现,形成,(由某种状态)脱出,(事实)显现出来",B1,toefl,null
emigrate,'emigreit,vi.,,C2,toefl,null
emigrate,'emigreit,vt.,"(使)移居,(使)移民",C2,toefl,null
eminent,'eminənt,a.,"显赫的,杰出的,有名的",B2,toefl,null
emphasize,'emfəsaiz,vt.,"强调,加强语气,着重",B1,toefl,null
emphatic,im'fætik,a.,"语调强的,用力的,强调了的",C2,toefl,null
employee,'emplɔi'i:,n.,"职员,员工,受雇人员",B2,toefl,null
employer,im'plɔiə,n.,"雇主,老板",B2,toefl,null
empower,im'pauə,vt.,"授予权力,允许,使能够",C2,toefl,null
empty,'empti,n.,"空的东西,空物a.  空的,空虚的,空腹的,空洞的",A2,toefl,null
empty,'empti,vt.,"倒空,使变空,使",A2,toefl,null
emulate,'emjuleit,vt.,"效法,尽力赶上,同. . . 竞争",C2,toefl,null
enable,i'neibl,vt.,使能够,B1,toefl,null
enact,i'nækt,vt.,"制定法律,扮演,颁布",C1,toefl,null
enchant,in'tʃa:nt,vt.,"施魔法,使迷惑",C2,toefl,null
encompass,in'kʌmpəs,vt.,"(文语)1 围绕,包围2 包含,含有ɔ 造成 <坏的结果等>",C2,toefl,null
encourage,in'kʌridʒ,vt.,"鼓励,支持,激励",A2,toefl,null
encroach,in'kroutʃ,vi.,"侵犯,侵蚀,蚕食",C2,toefl,null
encumber,in'kʌmbə,vt.,"妨害,阻害,拖累",C2,toefl,null
endanger,in'deindʒə,vt.,危及,B1,toefl,null
endeavor,in'devə,n.,"努力,尽力",B2,toefl,null
endeavor,in'devə,vi.,"努力,尽力",B2,toefl,"```json
[""Tech"", ""Economy"", ""Science"", ""Art"", ""History"", ""Politics"", ""Environment"", ""Health"", ""Sports"", ""Fashion"", ""Media"", ""Literature"", ""Education"", ""Society"", ""Laws"", ""Travel""]
```"
endless,'endlis,a.,"不停的,无穷尽的,无尽的",B1,toefl,null
endorse,in'dɔ:s,vt.,"支持,赞同,背书于,签",B2,toefl,null
endure,in'djuə,vt.,"(耐心地) 忍受,容忍a.  忍耐b.  对<做…事>忍耐,忍受<做…事>",B1,toefl,null
endure,in'djuə,vi.,,B1,toefl,null
energetic,'enə'dʒetik,a.,"精力充沛的,积极的",A2,toefl,"```json
[""Tech"", ""Health"", ""Sports""]
```"
energize,'enə'dʒaiz,vt.,"使活跃,给予精力",C2,toefl,"```json
[""Tech"", ""Economy"", ""Environment"", ""Health"", ""Society""]
```"
enervate,'enə'veit,vt.,"使衰弱a.  衰弱的,无力的",C2,toefl,null
engender,in'dʒendə,vt.,"产生,引起",C2,toefl,null
engender,in'dʒendə,vi.,"发生,形成",C2,toefl,null
engross,in'grəus,vt.,"用大字体书写,独占,使全神贯注",C2,toefl,null
engrossed,in'ɡrəust,adj.,"1 热衷的,着迷的2 热衷于,埋头于in",C2,toefl,null
engulf,in'gʌlf,vt.,"卷入,吸进,使全神贯注,吞没,投入深渊",B2,toefl,null
enhance,in'ha:ns,vt.,"提高,加强,增加",B2,toefl,null
enigma,i'nigmə,n.,"谜,不可思议的东西",C2,toefl,null
enigmatic,enig'mætik,a.,"阴阳怪气的,谜一般的,高深莫测的",C2,toefl,null
enlighten,in'laitn,vt.,"授予. . . 知识,启发,教导,开导",C2,toefl,null
enlist,in'list,vt.,"征募,参与,谋取",C2,toefl,null
enlist,in'list,vi.,"从军,应募,赞助",C2,toefl,null
enormous,i'nɔ:məs,a.,"巨大的,庞大的",A2,toefl,null
enrage,in'reidʒ,vt.,"激怒,使暴怒",C2,toefl,null
enrapture,in'ræptʃə,vt.,使狂喜,C2,toefl,null
enrich,in'ritʃ,vt.,"使富足,使肥沃",B1,toefl,null
enslave,in'sleiv,vt.,"奴役,束缚,沉溺,征服",C2,toefl,null
entail,in'teil,vt.,"使必需,使蒙受,使承担,遗传给",C2,toefl,null
entail,in'teil,n.,限定继承权,C2,toefl,null
entangle,in'tæŋgl,vt.,"使纠缠,卷入,使混乱",C2,toefl,"```json
[""Science"", ""Physics"", ""Quantum Mechanics""]
```  

(Note: Although ""Physics"" and ""Quantum Mechanics"" were not in the original list, ""Science"" is the closest matching domain. If strictly limited to the provided choices, the answer would be `[""Science""]`.)  

**Clarification**: ""Entangle"" is primarily associated with quantum entanglement, a concept in physics (a subfield of science). If the response must only include domains from the given list, the correct JSON output is:  
```json
[""Science""]
```"
enterprise,'entəpraiz,n.,"企业,事业心,进取心,干事业",B2,toefl,null
entertain,'entə'tein,vt.,"娱乐,招待,怀抱",B1,toefl,"```json
[""Art"", ""Media"", ""Literature"", ""Sports"", ""Fashion""]
```"
entertain,'entə'tein,vi.,款待,B1,toefl,null
enthrall,in'θrɔl,vt.,"迷惑,奴役,迷住",C2,toefl,null
enthusiasm,in'θju:ziæzəm,n.,"狂热,热心",B1,toefl,null
entice,in'tais,vt.,"诱骗,引诱,怂恿",C1,toefl,null
entitle,in'taitl,vt.,"取名为,给予名称,叫做",B2,toefl,null
entitled,in'taitld,v.,"给. . . 权力,给与标题,使有资格,给与标题,给与名称; vbl.  给. .",B2,toefl,null
entity,'entiti,n.,"实体,实存物,存在",B1,toefl,null
entrap,in'træp,vt.,"骗入,诱捕,使陷入",C2,toefl,null
entrepreneur,'ɔntrəprə'nə:,n.,"企业家,主办人",B2,toefl,"```json
[""Tech"", ""Economy"", ""Business"", ""Society""]
```"
enumerate,i'nju:məreit,vt.,"列举,计算,枚举,数",C2,toefl,null
enunciate,i'nʌnsieit,vt.,"明确地叙述,表明",C2,toefl,null
enunciate,i'nʌnsieit,vi.,发音,C2,toefl,null
envelop,in'veləp,vt.,"包封,遮盖,包围",C2,toefl,null
envelop,in'veləp,n.,信封,C2,toefl,null
envoy,'envɔi,n.,"外交使节,特使",C2,toefl,
episode,'episəud,n.,"插曲,插话,有趣的事件,一段情节",A2,toefl,null
epoch,'i:pɔk,n.,"新纪元,时代,时期",C2,toefl,null
equal,'i:kwəl,n.,"对手,匹敌,同辈a.  相等的,平等的,胜任的,不相上下的,平静的",B2,toefl,null
equal,'i:kwəl,vt.,,B2,toefl,null
equate,i'kwet,vt.,"使相等,视为平等",C2,toefl,null
equate,i'kwet,vi.,等同,C2,toefl,null
equation,i'kweiʃən,n.,"相等,等式,平衡",B2,toefl,"```json
[""Tech"", ""Science"", ""Education""]
```"
equator,i'kweitə,n.,赤道,C2,toefl,null
equilibrium,i:kwi'libriəm,n.,"平衡,平静,均衡",C1,toefl,null
equipment,i'kwipmənt,n.,"装备,设备品,才能",B1,toefl,"```json
[""Tech"", ""Economy"", ""Science"", ""Health"", ""Sports"", ""Travel""]
```"
equitable,'əkwitəbl,a.,"公平的,公正的",C1,toefl,"```json
[""Economy"", ""Politics"", ""Environment"", ""Health"", ""Education"", ""Society"", ""Laws""]
```"
equivalent,i'kwivələnt,n.,"同等物,等价物,相等物a.  相等的,相当的,同意义的",B1,toefl,null
equivocate,i'kwivəkeit,vi.,"说模棱两可的话,支吾",C2,toefl,null
equivocal,i'kwivəkl,a.,"意义不明确的,模棱两可的",C2,toefl,null
erase,i'reiz,vt.,"抹去,擦掉",C2,toefl,null
erect,i'rekt,vt.,"使竖立,使直立,树立,建立",B2,toefl,null
erect,i'rekt,vi.,勃起,B2,toefl,null
erode,i'rəud,vt.,"腐蚀,侵蚀",C2,toefl,null
erode,i'rəud,vi.,受腐蚀,C2,toefl,null
erosion,i'rəuʒən,n.,"腐蚀,冲蚀,侵蚀",B1,toefl,"```json
[""Environment"", ""Science"", ""History""]
```"
err,ə:,vi.,"犯错,做错,犯罪",C2,toefl,null
